x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-79.4,43.67,43.67,-79.4,6158350.1840.11,6158350,Nov,Monthly,ON,1840-11,,C,,C,,C,-9999.9,mm,33.4,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1840.12,6158350,Dec,Monthly,ON,1840-12,,C,,C,,C,-9999.9,mm,0,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.01,6158350,Jan,Monthly,ON,1841-01,,C,,C,,C,-9999.9,mm,57.3,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.02,6158350,Feb,Monthly,ON,1841-02,,C,,C,,C,-9999.9,mm,0,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.03,6158350,Mar,Monthly,ON,1841-03,,C,,C,,C,-9999.9,mm,32,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.04,6158350,Apr,Monthly,ON,1841-04,,C,,C,,C,-9999.9,mm,36.5,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.05,6158350,May,Monthly,ON,1841-05,,C,,C,,C,64.1,mm,64.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.06,6158350,Jun,Monthly,ON,1841-06,,C,,C,,C,42.7,mm,42.7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.07,6158350,Jul,Monthly,ON,1841-07,,C,,C,,C,217.4,mm,217.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.08,6158350,Aug,Monthly,ON,1841-08,,C,,C,,C,164.6,mm,164.6,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.09,6158350,Sep,Monthly,ON,1841-09,,C,,C,,C,90,mm,90,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.10,6158350,Oct,Monthly,ON,1841-10,,C,,C,,C,-9999.9,mm,36.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.11,6158350,Nov,Monthly,ON,1841-11,,C,,C,,C,-9999.9,mm,65.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1841.12,6158350,Dec,Monthly,ON,1841-12,,C,,C,,C,-9999.9,mm,175.8,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.01,6158350,Jan,Monthly,ON,1842-01,,C,,C,,C,-9999.9,mm,58.3,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.02,6158350,Feb,Monthly,ON,1842-02,,C,,C,,C,-9999.9,mm,96.7,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.03,6158350,Mar,Monthly,ON,1842-03,,C,,C,,C,-9999.9,mm,84.1,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.04,6158350,Apr,Monthly,ON,1842-04,,C,,C,,C,107,mm,107,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.05,6158350,May,Monthly,ON,1842-05,,C,,C,,C,28.5,mm,28.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.06,6158350,Jun,Monthly,ON,1842-06,,C,,C,,C,154.1,mm,154.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.07,6158350,Jul,Monthly,ON,1842-07,,C,,C,,C,81.5,mm,81.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.08,6158350,Aug,Monthly,ON,1842-08,,C,,C,,C,66.7,mm,66.7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.09,6158350,Sep,Monthly,ON,1842-09,,C,,C,,C,167.2,mm,167.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.10,6158350,Oct,Monthly,ON,1842-10,,C,,C,,C,138.3,mm,138.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.11,6158350,Nov,Monthly,ON,1842-11,,C,,C,,C,-9999.9,mm,142.3,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1842.12,6158350,Dec,Monthly,ON,1842-12,,C,,C,,C,-9999.9,mm,23.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.01,6158350,Jan,Monthly,ON,1843-01,,C,,C,,C,-9999.9,mm,114.8,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.02,6158350,Feb,Monthly,ON,1843-02,,C,,C,,C,-9999.9,mm,12.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.03,6158350,Mar,Monthly,ON,1843-03,,C,,C,,C,-9999.9,mm,17.2,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.04,6158350,Apr,Monthly,ON,1843-04,,C,,C,,C,-9999.9,mm,85.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.05,6158350,May,Monthly,ON,1843-05,,C,,C,,C,42.5,mm,42.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.06,6158350,Jun,Monthly,ON,1843-06,,C,,C,,C,124.8,mm,124.8,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.07,6158350,Jul,Monthly,ON,1843-07,,C,,C,,C,123.7,mm,123.7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.08,6158350,Aug,Monthly,ON,1843-08,,C,,C,,C,129.3,mm,129.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.09,6158350,Sep,Monthly,ON,1843-09,,C,,C,,C,260.4,mm,260.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.10,6158350,Oct,Monthly,ON,1843-10,,C,,C,,C,-9999.9,mm,104,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.11,6158350,Nov,Monthly,ON,1843-11,,C,,C,,C,-9999.9,mm,123.6,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1843.12,6158350,Dec,Monthly,ON,1843-12,,C,,C,,C,-9999.9,mm,28.3,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.01,6158350,Jan,Monthly,ON,1844-01,,C,,C,,C,-9999.9,mm,80.8,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.02,6158350,Feb,Monthly,ON,1844-02,,C,,C,,C,-9999.9,mm,12.1,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.03,6158350,Mar,Monthly,ON,1844-03,,C,,C,,C,-9999.9,mm,67.7,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.04,6158350,Apr,Monthly,ON,1844-04,,C,,C,,C,42.4,mm,42.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.05,6158350,May,Monthly,ON,1844-05,,C,,C,,C,154,mm,154,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.06,6158350,Jun,Monthly,ON,1844-06,,C,,C,,C,96,mm,96,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.07,6158350,Jul,Monthly,ON,1844-07,,C,,C,,C,77.1,mm,77.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.08,6158350,Aug,Monthly,ON,1844-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.09,6158350,Sep,Monthly,ON,1844-09,,C,,C,,C,7,mm,7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.10,6158350,Oct,Monthly,ON,1844-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.11,6158350,Nov,Monthly,ON,1844-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1844.12,6158350,Dec,Monthly,ON,1844-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.01,6158350,Jan,Monthly,ON,1845-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.02,6158350,Feb,Monthly,ON,1845-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.03,6158350,Mar,Monthly,ON,1845-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.04,6158350,Apr,Monthly,ON,1845-04,,C,,C,,C,-9999.9,mm,89.4,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.05,6158350,May,Monthly,ON,1845-05,,C,,C,,C,54,mm,54,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.06,6158350,Jun,Monthly,ON,1845-06,,C,,C,,C,117.3,mm,117.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.07,6158350,Jul,Monthly,ON,1845-07,,C,,C,,C,56.1,mm,56.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.08,6158350,Aug,Monthly,ON,1845-08,,C,,C,,C,47.6,mm,47.6,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.09,6158350,Sep,Monthly,ON,1845-09,,C,,C,,C,166.5,mm,166.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.10,6158350,Oct,Monthly,ON,1845-10,,C,,C,,C,48.8,mm,48.8,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.11,6158350,Nov,Monthly,ON,1845-11,,C,,C,,C,-9999.9,mm,31.3,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1845.12,6158350,Dec,Monthly,ON,1845-12,,C,,C,,C,-9999.9,mm,0,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.01,6158350,Jan,Monthly,ON,1846-01,,C,,C,,C,82.5,mm,63.6,mm,18.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.02,6158350,Feb,Monthly,ON,1846-02,,C,,C,,C,146.4,mm,0,mm,146.4,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.03,6158350,Mar,Monthly,ON,1846-03,,C,,C,,C,61.1,mm,53.2,mm,7.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.04,6158350,Apr,Monthly,ON,1846-04,,C,,C,,C,40.6,mm,36.5,mm,4.1,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.05,6158350,May,Monthly,ON,1846-05,,C,,C,,C,118.3,mm,118.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.06,6158350,Jun,Monthly,ON,1846-06,,C,,C,,C,53.2,mm,53.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.07,6158350,Jul,Monthly,ON,1846-07,,C,,C,,C,78.2,mm,78.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.08,6158350,Aug,Monthly,ON,1846-08,,C,,C,,C,49,mm,49,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.09,6158350,Sep,Monthly,ON,1846-09,,C,,C,,C,124.2,mm,124.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.10,6158350,Oct,Monthly,ON,1846-10,,C,,C,,C,35.7,mm,35.7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.11,6158350,Nov,Monthly,ON,1846-11,,C,,C,,C,-9999.9,mm,120,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1846.12,6158350,Dec,Monthly,ON,1846-12,,C,,C,,C,-9999.9,mm,40.5,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.01,6158350,Jan,Monthly,ON,1847-01,,C,,C,,C,82,mm,58.1,mm,23.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.02,6158350,Feb,Monthly,ON,1847-02,,C,,C,,C,103.1,mm,15.6,mm,87.5,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.03,6158350,Mar,Monthly,ON,1847-03,,C,,C,,C,38.5,mm,24.2,mm,14.2,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.04,6158350,Apr,Monthly,ON,1847-04,,C,,C,,C,91.2,mm,78.1,mm,13.2,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.05,6158350,May,Monthly,ON,1847-05,,C,,C,,C,57.4,mm,57.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.06,6158350,Jun,Monthly,ON,1847-06,,C,,C,,C,73.2,mm,73.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.07,6158350,Jul,Monthly,ON,1847-07,,C,,C,,C,90.4,mm,90.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.08,6158350,Aug,Monthly,ON,1847-08,,C,,C,,C,60.5,mm,60.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.09,6158350,Sep,Monthly,ON,1847-09,,C,,C,,C,179.9,mm,179.9,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.10,6158350,Oct,Monthly,ON,1847-10,,C,,C,,C,120.6,mm,120.2,mm,0.4,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.11,6158350,Nov,Monthly,ON,1847-11,,C,,C,,C,88.7,mm,88.1,mm,0.6,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1847.12,6158350,Dec,Monthly,ON,1847-12,,C,,C,,C,56,mm,33.5,mm,22.4,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.01,6158350,Jan,Monthly,ON,1848-01,,C,,C,,C,-9999.9,mm,60.4,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.02,6158350,Feb,Monthly,ON,1848-02,,C,,C,,C,-9999.9,mm,21.5,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.03,6158350,Mar,Monthly,ON,1848-03,,C,,C,,C,-9999.9,mm,59.1,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.04,6158350,Apr,Monthly,ON,1848-04,,C,,C,,C,-9999.9,mm,13.8,mm,-9999.9,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.05,6158350,May,Monthly,ON,1848-05,,C,,C,,C,69,mm,69,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.06,6158350,Jun,Monthly,ON,1848-06,,C,,C,,C,50.5,mm,50.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.07,6158350,Jul,Monthly,ON,1848-07,,C,,C,,C,53,mm,53,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.08,6158350,Aug,Monthly,ON,1848-08,,C,,C,,C,25.6,mm,25.6,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.09,6158350,Sep,Monthly,ON,1848-09,,C,,C,,C,85.1,mm,85.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.10,6158350,Oct,Monthly,ON,1848-10,,C,,C,,C,45.6,mm,45.6,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.11,6158350,Nov,Monthly,ON,1848-11,,C,,C,,C,60.9,mm,56.1,mm,4.8,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1848.12,6158350,Dec,Monthly,ON,1848-12,,C,,C,,C,127.1,mm,74.4,mm,52.7,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.01,6158350,Jan,Monthly,ON,1849-01,,C,,C,,C,62.2,mm,32,mm,30.1,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.02,6158350,Feb,Monthly,ON,1849-02,,C,,C,,C,68,mm,6.8,mm,61.3,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.03,6158350,Mar,Monthly,ON,1849-03,,C,,C,,C,50.1,mm,42.5,mm,7.6,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.04,6158350,Apr,Monthly,ON,1849-04,,C,,C,,C,78.7,mm,73.1,mm,5.6,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.05,6158350,May,Monthly,ON,1849-05,,C,,C,,C,139.7,mm,139.7,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.06,6158350,Jun,Monthly,ON,1849-06,,C,,C,,C,55.5,mm,55.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.07,6158350,Jul,Monthly,ON,1849-07,,C,,C,,C,91.3,mm,91.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.08,6158350,Aug,Monthly,ON,1849-08,,C,,C,,C,134.2,mm,134.2,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.09,6158350,Sep,Monthly,ON,1849-09,,C,,C,,C,42.3,mm,42.3,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.10,6158350,Oct,Monthly,ON,1849-10,,C,,C,,C,161.5,mm,161.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.11,6158350,Nov,Monthly,ON,1849-11,,C,,C,,C,80.3,mm,77,mm,3.3,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1849.12,6158350,Dec,Monthly,ON,1849-12,,C,,C,,C,55.1,mm,23.6,mm,31.5,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.01,6158350,Jan,Monthly,ON,1850-01,,C,,C,,C,52.4,mm,35.3,mm,17.1,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.02,6158350,Feb,Monthly,ON,1850-02,,C,,C,,C,108.1,mm,34.6,mm,73.5,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.03,6158350,Mar,Monthly,ON,1850-03,,C,,C,,C,56.2,mm,20.2,mm,36,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.04,6158350,Apr,Monthly,ON,1850-04,,C,,C,,C,130.6,mm,127.1,mm,3.5,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.05,6158350,May,Monthly,ON,1850-05,,C,,C,,C,17.8,mm,17.4,mm,0.4,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.06,6158350,Jun,Monthly,ON,1850-06,,C,,C,,C,91.9,mm,91.9,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.07,6158350,Jul,Monthly,ON,1850-07,,C,,C,,C,142.8,mm,142.8,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.08,6158350,Aug,Monthly,ON,1850-08,,C,,C,,C,119.5,mm,119.5,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.09,6158350,Sep,Monthly,ON,1850-09,,C,,C,,C,49.4,mm,49.4,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.10,6158350,Oct,Monthly,ON,1850-10,,C,,C,,C,58.1,mm,58.1,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.11,6158350,Nov,Monthly,ON,1850-11,,C,,C,,C,80.1,mm,79.9,mm,0.2,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1850.12,6158350,Dec,Monthly,ON,1850-12,,C,,C,,C,99.9,mm,5.5,mm,94.3,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.01,6158350,Jan,Monthly,ON,1851-01,,C,,C,,C,59.6,mm,34.8,mm,24.8,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.02,6158350,Feb,Monthly,ON,1851-02,,C,,C,,C,80.2,mm,71.5,mm,8.7,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.03,6158350,Mar,Monthly,ON,1851-03,,C,,C,,C,49.6,mm,21.3,mm,28.2,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.04,6158350,Apr,Monthly,ON,1851-04,,C,,C,,C,68.1,mm,64.4,mm,3.8,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.05,6158350,May,Monthly,ON,1851-05,,C,,C,,C,83.4,mm,81.7,mm,1.6,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.06,6158350,Jun,Monthly,ON,1851-06,,C,,C,,C,75,mm,75,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.07,6158350,Jul,Monthly,ON,1851-07,,C,,C,,C,99.9,mm,99.9,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.08,6158350,Aug,Monthly,ON,1851-08,,C,,C,,C,38.9,mm,38.9,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.09,6158350,Sep,Monthly,ON,1851-09,,C,,C,,C,72.8,mm,72.8,mm,0,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.10,6158350,Oct,Monthly,ON,1851-10,,C,,C,,C,48.1,mm,47.1,mm,1,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.11,6158350,Nov,Monthly,ON,1851-11,,C,,C,,C,126,mm,104.2,mm,21.8,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1851.12,6158350,Dec,Monthly,ON,1851-12,,C,,C,,C,64.8,mm,30.5,mm,34.3,mm,,hPa,,hPa,,kph
-79.4,43.67,43.67,-79.4,6158350.1852.01,6158350,Jan,Monthly,ON,1852-01,,C,,C,,C,107.6,mm,0,mm,107.6,mm,,hPa,,hPa,,kph
