x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.01,3012205,Jan,Monthly,AB,1886-01,,C,,C,,C,10.8,mm,0,mm,10.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.02,3012205,Feb,Monthly,AB,1886-02,,C,,C,,C,0.9,mm,0,mm,0.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.03,3012205,Mar,Monthly,AB,1886-03,,C,,C,,C,8.5,mm,0,mm,8.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.04,3012205,Apr,Monthly,AB,1886-04,,C,,C,,C,26.7,mm,16.3,mm,10.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.05,3012205,May,Monthly,AB,1886-05,,C,,C,,C,63.9,mm,21,mm,42.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.06,3012205,Jun,Monthly,AB,1886-06,,C,,C,,C,101.6,mm,101.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.07,3012205,Jul,Monthly,AB,1886-07,,C,,C,,C,4.2,mm,4.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.08,3012205,Aug,Monthly,AB,1886-08,,C,,C,,C,63.5,mm,63.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.09,3012205,Sep,Monthly,AB,1886-09,,C,,C,,C,71.3,mm,70.9,mm,0.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.10,3012205,Oct,Monthly,AB,1886-10,,C,,C,,C,0,mm,0,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.11,3012205,Nov,Monthly,AB,1886-11,,C,,C,,C,1.1,mm,0,mm,1.1,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1886.12,3012205,Dec,Monthly,AB,1886-12,,C,,C,,C,4,mm,0,mm,4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.01,3012205,Jan,Monthly,AB,1887-01,,C,,C,,C,9.4,mm,0,mm,9.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.02,3012205,Feb,Monthly,AB,1887-02,,C,,C,,C,20.8,mm,0,mm,20.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.03,3012205,Mar,Monthly,AB,1887-03,,C,,C,,C,9.5,mm,0,mm,9.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.04,3012205,Apr,Monthly,AB,1887-04,,C,,C,,C,19.9,mm,0,mm,19.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.05,3012205,May,Monthly,AB,1887-05,,C,,C,,C,27.4,mm,27.4,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.06,3012205,Jun,Monthly,AB,1887-06,,C,,C,,C,66.5,mm,66.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.07,3012205,Jul,Monthly,AB,1887-07,,C,,C,,C,62.8,mm,62.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.08,3012205,Aug,Monthly,AB,1887-08,,C,,C,,C,74.8,mm,74.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.09,3012205,Sep,Monthly,AB,1887-09,,C,,C,,C,17.6,mm,17.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.10,3012205,Oct,Monthly,AB,1887-10,,C,,C,,C,8.3,mm,8.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.11,3012205,Nov,Monthly,AB,1887-11,,C,,C,,C,7.2,mm,0,mm,7.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1887.12,3012205,Dec,Monthly,AB,1887-12,,C,,C,,C,20,mm,0,mm,20,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.01,3012205,Jan,Monthly,AB,1888-01,,C,,C,,C,21.8,mm,0,mm,21.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.02,3012205,Feb,Monthly,AB,1888-02,,C,,C,,C,67.6,mm,0,mm,67.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.03,3012205,Mar,Monthly,AB,1888-03,,C,,C,,C,21.8,mm,2.8,mm,19,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.04,3012205,Apr,Monthly,AB,1888-04,,C,,C,,C,39.8,mm,39.5,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.05,3012205,May,Monthly,AB,1888-05,,C,,C,,C,17.4,mm,17.4,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.06,3012205,Jun,Monthly,AB,1888-06,,C,,C,,C,160.4,mm,157,mm,3.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.07,3012205,Jul,Monthly,AB,1888-07,,C,,C,,C,143.5,mm,143.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.08,3012205,Aug,Monthly,AB,1888-08,,C,,C,,C,46.6,mm,46.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.09,3012205,Sep,Monthly,AB,1888-09,,C,,C,,C,0.3,mm,0.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.10,3012205,Oct,Monthly,AB,1888-10,,C,,C,,C,25.3,mm,22.5,mm,2.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.11,3012205,Nov,Monthly,AB,1888-11,,C,,C,,C,3,mm,0,mm,3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1888.12,3012205,Dec,Monthly,AB,1888-12,,C,,C,,C,0.2,mm,0,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.01,3012205,Jan,Monthly,AB,1889-01,,C,,C,,C,1.5,mm,0,mm,1.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.02,3012205,Feb,Monthly,AB,1889-02,,C,,C,,C,0.2,mm,0,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.03,3012205,Mar,Monthly,AB,1889-03,,C,,C,,C,2.2,mm,0,mm,2.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.04,3012205,Apr,Monthly,AB,1889-04,,C,,C,,C,33.3,mm,16,mm,17.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.05,3012205,May,Monthly,AB,1889-05,,C,,C,,C,7.2,mm,7.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.06,3012205,Jun,Monthly,AB,1889-06,,C,,C,,C,36,mm,36,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.07,3012205,Jul,Monthly,AB,1889-07,,C,,C,,C,50.7,mm,50.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.08,3012205,Aug,Monthly,AB,1889-08,,C,,C,,C,31.7,mm,31.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.09,3012205,Sep,Monthly,AB,1889-09,,C,,C,,C,40.9,mm,34.7,mm,6.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.10,3012205,Oct,Monthly,AB,1889-10,,C,,C,,C,2.3,mm,2.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.11,3012205,Nov,Monthly,AB,1889-11,,C,,C,,C,15.4,mm,2.6,mm,12.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1889.12,3012205,Dec,Monthly,AB,1889-12,,C,,C,,C,9.4,mm,0,mm,9.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.01,3012205,Jan,Monthly,AB,1890-01,,C,,C,,C,21.8,mm,0.3,mm,21.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.02,3012205,Feb,Monthly,AB,1890-02,,C,,C,,C,9.9,mm,0.3,mm,9.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.03,3012205,Mar,Monthly,AB,1890-03,,C,,C,,C,25.9,mm,0,mm,25.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.04,3012205,Apr,Monthly,AB,1890-04,,C,,C,,C,6.7,mm,1.3,mm,5.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.05,3012205,May,Monthly,AB,1890-05,,C,,C,,C,66.4,mm,66.2,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.06,3012205,Jun,Monthly,AB,1890-06,,C,,C,,C,96.8,mm,96.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.07,3012205,Jul,Monthly,AB,1890-07,,C,,C,,C,146.4,mm,146.4,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.08,3012205,Aug,Monthly,AB,1890-08,,C,,C,,C,111.7,mm,111.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.09,3012205,Sep,Monthly,AB,1890-09,,C,,C,,C,80.7,mm,80.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.10,3012205,Oct,Monthly,AB,1890-10,,C,,C,,C,25.4,mm,25.4,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.11,3012205,Nov,Monthly,AB,1890-11,,C,,C,,C,4.7,mm,1.3,mm,3.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1890.12,3012205,Dec,Monthly,AB,1890-12,,C,,C,,C,13.7,mm,1.3,mm,12.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.01,3012205,Jan,Monthly,AB,1891-01,,C,,C,,C,35.4,mm,16.9,mm,18.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.02,3012205,Feb,Monthly,AB,1891-02,,C,,C,,C,4.7,mm,0,mm,4.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.03,3012205,Mar,Monthly,AB,1891-03,,C,,C,,C,49.6,mm,9.4,mm,40.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.04,3012205,Apr,Monthly,AB,1891-04,,C,,C,,C,17.1,mm,17.1,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.05,3012205,May,Monthly,AB,1891-05,,C,,C,,C,27.8,mm,27.6,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.06,3012205,Jun,Monthly,AB,1891-06,,C,,C,,C,71.9,mm,71.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.07,3012205,Jul,Monthly,AB,1891-07,,C,,C,,C,177.9,mm,177.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.08,3012205,Aug,Monthly,AB,1891-08,,C,,C,,C,57.5,mm,57.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.09,3012205,Sep,Monthly,AB,1891-09,,C,,C,,C,36,mm,35.8,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.10,3012205,Oct,Monthly,AB,1891-10,,C,,C,,C,13.1,mm,12.7,mm,0.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.11,3012205,Nov,Monthly,AB,1891-11,,C,,C,,C,10.1,mm,6.9,mm,3.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1891.12,3012205,Dec,Monthly,AB,1891-12,,C,,C,,C,0.5,mm,0.3,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.01,3012205,Jan,Monthly,AB,1892-01,,C,,C,,C,4.5,mm,0,mm,4.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.02,3012205,Feb,Monthly,AB,1892-02,,C,,C,,C,37.8,mm,0,mm,37.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.03,3012205,Mar,Monthly,AB,1892-03,,C,,C,,C,34.9,mm,3.6,mm,31.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.04,3012205,Apr,Monthly,AB,1892-04,,C,,C,,C,27.1,mm,18.4,mm,8.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.05,3012205,May,Monthly,AB,1892-05,,C,,C,,C,7.2,mm,7.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.06,3012205,Jun,Monthly,AB,1892-06,,C,,C,,C,97.7,mm,97.5,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.07,3012205,Jul,Monthly,AB,1892-07,,C,,C,,C,66,mm,66,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.08,3012205,Aug,Monthly,AB,1892-08,,C,,C,,C,77.8,mm,77.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.09,3012205,Sep,Monthly,AB,1892-09,,C,,C,,C,19.9,mm,19.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.10,3012205,Oct,Monthly,AB,1892-10,,C,,C,,C,31,mm,19.4,mm,11.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.11,3012205,Nov,Monthly,AB,1892-11,,C,,C,,C,49.2,mm,1.7,mm,47.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1892.12,3012205,Dec,Monthly,AB,1892-12,,C,,C,,C,24.5,mm,8.2,mm,16.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.01,3012205,Jan,Monthly,AB,1893-01,,C,,C,,C,41.4,mm,5.7,mm,35.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.02,3012205,Feb,Monthly,AB,1893-02,,C,,C,,C,7.7,mm,0.3,mm,7.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.03,3012205,Mar,Monthly,AB,1893-03,,C,,C,,C,0.9,mm,0.3,mm,0.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.04,3012205,Apr,Monthly,AB,1893-04,,C,,C,,C,17.6,mm,2.5,mm,15.1,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.05,3012205,May,Monthly,AB,1893-05,,C,,C,,C,84.8,mm,84.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.06,3012205,Jun,Monthly,AB,1893-06,,C,,C,,C,89.3,mm,89.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.07,3012205,Jul,Monthly,AB,1893-07,,C,,C,,C,116.6,mm,116.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.08,3012205,Aug,Monthly,AB,1893-08,,C,,C,,C,15.6,mm,15.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.09,3012205,Sep,Monthly,AB,1893-09,,C,,C,,C,28.1,mm,27.5,mm,0.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.10,3012205,Oct,Monthly,AB,1893-10,,C,,C,,C,3.5,mm,1.1,mm,2.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.11,3012205,Nov,Monthly,AB,1893-11,,C,,C,,C,10.4,mm,0.6,mm,9.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1893.12,3012205,Dec,Monthly,AB,1893-12,,C,,C,,C,91.3,mm,0,mm,91.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.01,3012205,Jan,Monthly,AB,1894-01,,C,,C,,C,17.3,mm,0,mm,17.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.02,3012205,Feb,Monthly,AB,1894-02,,C,,C,,C,0.6,mm,0,mm,0.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.03,3012205,Mar,Monthly,AB,1894-03,,C,,C,,C,20.2,mm,0,mm,20.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.04,3012205,Apr,Monthly,AB,1894-04,,C,,C,,C,4.1,mm,0.3,mm,3.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.05,3012205,May,Monthly,AB,1894-05,,C,,C,,C,79,mm,78.6,mm,0.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.06,3012205,Jun,Monthly,AB,1894-06,,C,,C,,C,98.2,mm,98.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.07,3012205,Jul,Monthly,AB,1894-07,,C,,C,,C,38.5,mm,38.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.08,3012205,Aug,Monthly,AB,1894-08,,C,,C,,C,56,mm,56,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.09,3012205,Sep,Monthly,AB,1894-09,,C,,C,,C,50.7,mm,50.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1894.10,3012205,Oct,Monthly,AB,1894-10,,C,,C,,C,52.8,mm,14.9,mm,37.9,mm,,hPa,,hPa,,kph
